concept_id,category,data_value,gest_value
40224793,CONTRA,N/A,
40224794,CONTRA,N/A,
40224795,CONTRA,N/A,
40224796,CONTRA,N/A,
40224797,CONTRA,N/A,
40224798,CONTRA,N/A,
40224799,CONTRA,N/A,
40224800,CONTRA,N/A,
40224801,CONTRA,N/A,
40224802,CONTRA,N/A,
40224803,CONTRA,N/A,
40224804,CONTRA,N/A,
40224805,CONTRA,N/A,
40224806,CONTRA,N/A,
36892735,OVULDR,N/A,
4016052,POST,N/A,
2514574,AGP,N/A,
21050651,CONTRA,N/A,
21050652,CONTRA,N/A,
21050653,CONTRA,N/A,
21050654,CONTRA,N/A,
21050655,CONTRA,N/A,
21050657,CONTRA,N/A,
21050658,CONTRA,N/A,
21050663,CONTRA,N/A,
21050664,CONTRA,N/A,
21050665,CONTRA,N/A,
21050666,CONTRA,N/A,
